"","Select characteristics...1","Total","device_always","device_usually","device_sometimes","device_rarely","device_never","device_nr","internet_always","internet_usually","internet_sometimes","internet_rarely","internet_never","internet_nr","State","Week"
"5030","resp_employed_yes",533602,407331,74155,34354,4168,9931,3663,408298,86776,12468,5145,14847,6069,"KY",4
"5031","resp_employed_no",249030,123804,50213,70418,3162,985,448,164048,48605,29874,3709,2345,448,"KY",4
"5032","resp_employed_nr",0,0,0,0,0,0,0,0,0,0,0,0,0,"KY",4
"5033","food_enough_want",510680,393763,74218,36495,1797,745,3663,398682,81451,22728,0,1750,6069,"KY",4
"5034","food_enough_notwant",200946,125159,37534,25537,3531,9186,0,128832,41086,8625,7947,14456,0,"KY",4
"5035","food_sometimes",69573,12214,12616,42740,2003,0,0,44832,12844,10989,908,0,0,"KY",4
"5036","food_notenough",1433,0,0,0,0,985,448,0,0,0,0,985,448,"KY",4
"5037","food_nr",0,0,0,0,0,0,0,0,0,0,0,0,0,"KY",4
"5038","25000>",94910,53582,21611,16269,3447,0,0,61406,17536,11125,4617,225,0,"KY",4
"5039","25000-34999",118789,53621,9727,55269,0,172,0,79799,4545,25134,3869,5442,0,"KY",4
"5040","35000-49999",89175,68591,16516,1959,2108,0,0,79903,8727,379,0,165,0,"KY",4
"5041","50000-74999",186526,113315,41741,18560,1775,9186,1949,113103,58524,3985,369,10546,0,"KY",4
"5042","75000-99999",84405,49929,24143,8775,0,1558,0,48218,34314,1059,0,813,0,"KY",4
"5043","100000-149999",92341,82791,8102,1448,0,0,0,84542,7598,200,0,0,0,"KY",4
"5044","150000-199999",72957,70465,567,1924,0,0,0,70128,2829,0,0,0,0,"KY",4
"5045","200000<",28502,27935,0,567,0,0,0,28102,400,0,0,0,0,"KY",4
"5046","income_nr",15027,10904,1961,0,0,0,2161,7144,908,458,0,0,6516,"KY",4
"5047","Total",957803,560457,142246,183416,39786,27863,4035,575035,203488,114577,23151,15359,26193,"LA",4
"5048","comp_school",122689,84929,13509,23908,343,0,0,85341,27385,9964,0,0,0,"LA",4
"5049","comp_home",759176,478721,134562,127522,18370,0,0,489795,172804,83230,13346,0,0,"LA",4
"5050","comp_other",57043,10467,708,33073,12795,0,0,28986,1983,21944,4131,0,0,"LA",4
"5051","comp_nr",59620,19443,0,0,8278,27863,4035,5577,2738,4078,5674,15359,26193,"LA",4
"5052","int_school",5739,5739,0,0,0,0,0,5739,0,0,0,0,0,"LA",4
"5053","int_home",874963,523409,141538,162424,29524,15622,2446,557439,202278,94079,21167,0,0,"LA",4
"5054","int_other",22319,17073,0,3262,1984,0,0,17073,0,3262,1984,0,0,"LA",4
"5055","int_nr",60705,20159,708,17730,8278,12241,1589,708,1210,17235,0,15359,26193,"LA",4
"5056","yes_unemployed",595302,377278,60611,107439,21833,24936,3206,392842,91694,76803,17795,7080,9089,"LA",4
"5057","no_unemployed",361839,182518,81635,75977,17953,2927,829,182194,111133,37774,5356,8278,17104,"LA",4
"5058","unemployed_nr",661,661,0,0,0,0,0,0,661,0,0,0,0,"LA",4
"5059","resp_employed_yes",466745,287239,83525,67024,19104,9023,829,294525,119943,17025,12315,8619,14317,"LA",4
"5060","resp_employed_no",489240,271400,58721,116391,20682,18840,3206,279354,82884,97552,10836,6740,11876,"LA",4
"5061","resp_employed_nr",1818,1818,0,0,0,0,0,1156,661,0,0,0,0,"LA",4
"5062","food_enough_want",528027,415706,34387,50050,16130,8478,3276,405794,68546,26622,14300,341,12425,"LA",4
"5063","food_enough_notwant",237654,80022,60756,73969,15085,7063,760,104027,81480,30416,1984,11900,7847,"LA",4
"5064","food_sometimes",151225,33508,47103,58133,6081,6401,0,33994,53119,56274,4720,3118,0,"LA",4
"5065","food_notenough",40896,31221,0,1265,2489,5921,0,31221,343,1265,2147,0,5921,"LA",4
"5066","food_nr",0,0,0,0,0,0,0,0,0,0,0,0,0,"LA",4
"5067","25000>",253550,106078,53987,60864,18631,13989,0,119259,88427,35712,7289,2862,0,"LA",4
"5068","25000-34999",50897,32891,4273,7497,6236,0,0,34713,6925,1524,7734,0,0,"LA",4
"5069","35000-49999",115285,100758,3235,3682,6641,969,0,104022,3108,1515,6641,0,0,"LA",4
"5070","50000-74999",80861,55635,7724,5100,8278,3362,760,45533,20034,3127,983,9379,1805,"LA",4
"5071","75000-99999",186653,91499,41194,53456,0,504,0,109115,55947,21087,504,0,0,"LA",4
"5072","100000-149999",76300,49824,18109,5921,0,0,2446,60142,14498,1661,0,0,0,"LA",4
"5073","150000-199999",81229,70974,10254,0,0,0,0,67092,10585,3551,0,0,0,"LA",4
"5074","200000<",25340,25340,0,0,0,0,0,25340,0,0,0,0,0,"LA",4
"5075","income_nr",87688,27457,3469,46895,0,9039,829,9819,3963,46400,0,3118,24388,"LA",4
"5076","Total",1284601,941233,211344,65083,18281,36352,12307,1005545,214117,36188,3315,9666,15770,"MA",4
"5077","comp_school",384022,324260,40104,17888,1771,0,0,319559,52194,11898,371,0,0,"MA",4
"5078","comp_home",936577,702549,179348,42314,12367,0,0,764345,145835,26397,0,0,0,"MA",4
"5079","comp_other",64091,50794,1309,9043,2945,0,0,58642,2504,0,2945,0,0,"MA",4
"5080","comp_nr",54662,4804,0,0,1198,36352,12307,3815,23594,1816,0,9666,15770,"MA",4
"5081","int_school",6177,6177,0,0,0,0,0,4212,1965,0,0,0,0,"MA",4
"5082","int_home",1241610,920665,210593,64871,18281,26686,513,988673,213646,35975,3315,0,0,"MA",4
"5083","int_other",16064,11343,1777,0,2945,0,0,12051,1068,0,2945,0,0,"MA",4
"5084","int_nr",26686,5013,0,212,0,9666,11794,609,429,212,0,9666,15770,"MA",4
"5085","yes_unemployed",707574,470592,174575,35439,14622,4394,7951,507500,159785,28604,2945,789,7951,"MA",4
"5086","no_unemployed",577028,470641,36768,29644,3659,31958,4356,498045,54331,7584,371,8877,7819,"MA",4
"5087","unemployed_nr",0,0,0,0,0,0,0,0,0,0,0,0,0,"MA",4
"5088","resp_employed_yes",830745,659487,98616,36851,4023,26686,5082,694675,124124,4607,0,0,7340,"MA",4
"5089","resp_employed_no",453856,281747,112728,28232,14258,9666,7225,310871,89993,31581,3315,9666,8430,"MA",4
"5090","resp_employed_nr",0,0,0,0,0,0,0,0,0,0,0,0,0,"MA",4
"5091","food_enough_want",869027,712879,76238,35941,11384,23699,8886,747328,103188,5649,0,0,12862,"MA",4
"5092","food_enough_notwant",251800,171033,53878,11705,2181,9581,3422,182321,51694,7498,0,7377,2909,"MA",4
"5093","food_sometimes",103231,57321,25606,15832,1400,3072,0,61955,17552,21435,0,2289,0,"MA",4
"5094","food_notenough",60543,0,55623,1605,3315,0,0,13941,41682,1605,3315,0,0,"MA",4
"5095","food_nr",0,0,0,0,0,0,0,0,0,0,0,0,0,"MA",4
"5096","25000>",121610,94871,4302,15013,4345,3078,0,102862,5023,7701,2945,3078,0,"MA",4
"5097","25000-34999",54689,30227,3874,18164,371,2054,0,44164,4395,5759,371,0,0,"MA",4
"5098","35000-49999",100363,87874,4225,8264,0,0,0,86434,11960,1970,0,0,0,"MA",4
"5099","50000-74999",154293,93658,47129,2767,10740,0,0,95267,41046,17981,0,0,0,"MA",4
"5100","75000-99999",202746,128296,71524,862,0,1551,513,140199,61928,618,0,0,0,"MA",4
"5101","100000-149999",228621,148991,58851,18891,1888,0,0,175278,51455,1888,0,0,0,"MA",4
"5102","150000-199999",115545,104306,11074,165,0,0,0,108107,7438,0,0,0,0,"MA",4
"5103","200000<",231425,223021,6849,618,937,0,0,227115,4039,270,0,0,0,"MA",4
"5104","income_nr",75309,29991,3514,340,0,29669,11794,26117,26833,0,0,6588,15770,"MA",4
"5105","Total",1172762,838018,249739,56926,19188,6937,1954,938721,167989,44678,11150,4592,5633,"MD",4
"5106","comp_school",380141,265851,94191,10598,9500,0,0,299646,50662,27060,2773,0,0,"MD",4
"5107","comp_home",925788,695189,168172,52739,9688,0,0,767444,127487,21165,7363,2329,0,"MD",4
"5108","comp_other",2493,904,1277,312,0,0,0,2181,312,0,0,0,0,"MD",4
"5109","comp_nr",12570,365,0,3314,0,6937,1954,0,0,3660,1014,2263,5633,"MD",4
"5110","int_school",5987,2365,1219,2403,0,0,0,1407,3165,623,792,0,0,"MD",4
"5111","int_home",1121602,817666,230877,51282,17102,4674,0,907791,167989,37550,8272,0,0,"MD",4
"5112","int_other",21186,11184,7599,2403,0,0,0,18783,2403,0,0,0,0,"MD",4
"5113","int_nr",37472,7455,18070,5643,2086,2263,1954,18656,0,6505,2086,4592,5633,"MD",4
"5114","yes_unemployed",576839,409895,107532,40370,11165,5923,1954,445214,86907,31212,3645,4592,5268,"MD",4
"5115","no_unemployed",594333,426533,142207,16555,8024,1014,0,491916,81082,13466,7505,0,365,"MD",4
"5116","unemployed_nr",1591,1591,0,0,0,0,0,1591,0,0,0,0,0,"MD",4
"5117","resp_employed_yes",745248,549228,147501,34574,7008,6937,0,602310,109176,22488,6490,2263,2521,"MD",4
"5118","resp_employed_no",427514,288791,102238,22352,12180,0,1954,336411,58813,22190,4660,2329,3111,"MD",4
"5119","resp_employed_nr",0,0,0,0,0,0,0,0,0,0,0,0,0,"MD",4
"5120","food_enough_want",776470,560384,171656,30715,10437,3277,0,642081,101778,28546,1437,2263,365,"MD",4
"5121","food_enough_notwant",299495,237030,42954,11442,4409,3660,0,247767,36923,10527,792,2329,1158,"MD",4
"5122","food_sometimes",76714,29897,28155,12366,4342,0,1954,34836,26885,4982,5901,0,4111,"MD",4
"5123","food_notenough",12605,3229,6973,2403,0,0,0,6559,2403,623,3020,0,0,"MD",4
"5124","food_nr",7478,7478,0,0,0,0,0,7478,0,0,0,0,0,"MD",4
"5125","25000>",92914,37743,28956,3282,15996,6937,0,42152,28956,16020,3523,2263,0,"MD",4
"5126","25000-34999",83273,61117,13671,6229,2257,0,0,62264,6674,9059,5277,0,0,"MD",4
"5127","35000-49999",80126,58535,16503,5088,0,0,0,59166,18308,1093,1559,0,0,"MD",4
"5128","50000-74999",260982,195461,39603,25918,0,0,0,235237,14970,8445,0,2329,0,"MD",4
"5129","75000-99999",151376,97785,52091,1501,0,0,0,125397,25980,0,0,0,0,"MD",4
"5130","100000-149999",173789,148628,22683,2477,0,0,0,154812,17437,748,792,0,0,"MD",4
"5131","150000-199999",103656,88888,9502,5265,0,0,0,94513,8393,750,0,0,0,"MD",4
"5132","200000<",179859,130594,46536,1793,936,0,0,132588,47271,0,0,0,0,"MD",4
"5133","income_nr",46787,19267,20194,5372,0,0,1954,32592,0,8562,0,0,5633,"MD",4
"5134","Total",232061,168343,41591,14202,3763,3026,1136,177383,34889,16105,1769,678,1237,"ME",4
"5135","comp_school",98391,81695,14747,1949,0,0,0,79355,11039,7100,449,449,0,"ME",4
"5136","comp_home",164564,116446,32203,12152,3763,0,0,122595,26805,13394,1320,449,0,"ME",4
"5137","comp_other",3945,0,308,935,2703,0,0,231,76,3638,0,0,0,"ME",4
"5138","comp_nr",4263,0,0,101,0,3026,1136,2640,157,0,0,229,1237,"ME",4
"5139","int_school",1140,205,0,935,0,0,0,0,205,935,0,0,0,"ME",4
"5140","int_home",210264,162530,40464,6054,1060,157,0,168668,27360,12467,1769,0,0,"ME",4
"5141","int_other",8043,224,1541,935,2703,2640,0,3891,0,4152,0,0,0,"ME",4
"5142","int_nr",14268,5589,101,7213,0,229,1136,4824,7529,0,0,678,1237,"ME",4
"5143","yes_unemployed",132411,96155,17093,12062,3763,3026,312,99419,20295,11606,0,678,413,"ME",4
"5144","no_unemployed",99650,72188,24498,2139,0,0,824,77964,14593,4499,1769,0,824,"ME",4
"5145","unemployed_nr",0,0,0,0,0,0,0,0,0,0,0,0,0,"ME",4
"5146","resp_employed_yes",145625,108791,26980,9290,0,386,178,106951,30247,5701,1769,678,279,"ME",4
"5147","resp_employed_no",86435,59552,14611,4911,3763,2640,958,70432,4642,10404,0,0,958,"ME",4
"5148","resp_employed_nr",0,0,0,0,0,0,0,0,0,0,0,0,0,"ME",4
"5149","food_enough_want",177936,134736,28397,10072,1060,3026,646,134691,30115,10385,1320,678,747,"ME",4
"5150","food_enough_notwant",45238,32876,6513,2834,2703,0,312,35081,3854,5542,449,0,312,"ME",4
"5151","food_sometimes",8157,0,6682,1297,0,0,178,6998,802,178,0,0,178,"ME",4
"5152","food_notenough",117,117,0,0,0,0,0,0,117,0,0,0,0,"ME",4
"5153","food_nr",613,613,0,0,0,0,0,613,0,0,0,0,0,"ME",4
"5154","25000>",16647,9761,969,2155,3763,0,0,11502,1329,3816,0,0,0,"ME",4
"5155","25000-34999",17951,14241,3533,178,0,0,0,15798,1638,515,0,0,0,"ME",4
"5156","35000-49999",20350,13919,5009,1265,0,157,0,16769,2261,0,1320,0,0,"ME",4
"5157","50000-74999",49634,37235,10354,2046,0,0,0,42157,5094,2384,0,0,0,"ME",4
"5158","75000-99999",36221,28333,7084,803,0,0,0,24620,10113,1039,449,0,0,"ME",4
"5159","100000-149999",42310,29148,9751,541,0,2870,0,36011,3006,2615,0,678,0,"ME",4
"5160","150000-199999",19635,16626,3009,0,0,0,0,15831,3804,0,0,0,0,"ME",4
"5161","200000<",8517,8312,205,0,0,0,0,8086,431,0,0,0,0,"ME",4
"5162","income_nr",20796,10768,1678,7213,0,0,1136,6608,7213,5737,0,0,1237,"ME",4
"5163","Total",1527621,991878,293395,83596,92198,54898,11656,986661,314786,87908,81408,27855,29002,"MI",4
"5164","comp_school",485027,353140,102924,22821,6143,0,0,336610,119230,21929,2686,4573,0,"MI",4
"5165","comp_home",1152144,779162,243460,61524,67997,0,0,779319,267292,42897,59128,3507,0,"MI",4
"5166","comp_other",12242,8799,1221,0,2221,0,0,12242,0,0,0,0,0,"MI",4
"5167","comp_nr",111281,19446,7512,1931,15838,54898,11656,14153,124,28633,19594,19775,29002,"MI",4
"5168","int_school",13759,2284,5977,3480,2018,0,0,4505,3480,5774,0,0,0,"MI",4
"5169","int_home",1393312,964449,256041,74022,71958,26842,0,959954,310806,72200,50352,0,0,"MI",4
"5170","int_other",21034,8034,0,4719,0,8281,0,8034,0,8560,4440,0,0,"MI",4
"5171","int_nr",104083,21678,31377,1375,18222,19775,11656,18735,500,1375,26616,27855,29002,"MI",4
"5172","yes_unemployed",1110650,691246,207523,63882,90946,50833,6220,660320,266002,70851,71170,27855,14453,"MI",4
"5173","no_unemployed",415818,300632,84719,19713,1252,4065,5436,326342,47631,17057,10238,0,14549,"MI",4
"5174","unemployed_nr",1153,0,1153,0,0,0,0,0,1153,0,0,0,0,"MI",4
"5175","resp_employed_yes",918603,655063,164831,47279,33545,11544,6341,642075,194214,27473,37186,7281,10374,"MI",4
"5176","resp_employed_no",609018,336815,128564,36316,58653,43354,5315,344586,120572,60435,44222,20575,18628,"MI",4
"5177","resp_employed_nr",0,0,0,0,0,0,0,0,0,0,0,0,0,"MI",4
"5178","food_enough_want",1025819,764973,193502,37185,13955,13555,2648,756468,207716,21653,12439,12627,14915,"MI",4
"5179","food_enough_notwant",346020,189744,57618,23839,57917,12336,4565,190527,71663,17063,52186,10016,4565,"MI",4
"5180","food_sometimes",122804,29893,23085,17367,20326,27692,4442,32397,19724,43988,16783,390,9522,"MI",4
"5181","food_notenough",32978,7269,19190,5204,0,1315,0,7269,15683,5204,0,4822,0,"MI",4
"5182","food_nr",0,0,0,0,0,0,0,0,0,0,0,0,0,"MI",4
"5183","25000>",190432,78833,27075,22086,16901,45536,0,85943,27561,50384,13811,12733,0,"MI",4
"5184","25000-34999",122900,53221,46207,13960,4907,4604,0,48654,61250,2198,2686,8112,0,"MI",4
"5185","35000-49999",182961,72878,83750,8522,16495,1315,0,77369,77996,10443,15838,1315,0,"MI",4
"5186","50000-74999",293071,165473,59595,17161,48523,2320,0,164360,64117,12793,48667,3134,0,"MI",4
"5187","75000-99999",229376,186894,25535,11892,3933,1123,0,180477,39460,7910,406,1123,0,"MI",4
"5188","100000-149999",195745,177214,11162,5930,1439,0,0,169655,21655,2997,0,1439,0,"MI",4
"5189","150000-199999",89162,73299,11820,4043,0,0,0,71025,16955,1183,0,0,0,"MI",4
"5190","200000<",138129,129546,8584,0,0,0,0,132836,5293,0,0,0,0,"MI",4
"5191","income_nr",85844,54521,19668,0,0,0,11656,56342,500,0,0,0,29002,"MI",4
"5192","Total",1120140,908582,145673,35634,21103,7446,1702,894554,162719,43445,10980,5140,3303,"MN",4
"5193","comp_school",688065,583045,76981,6935,21103,0,0,564999,94149,27560,1356,0,0,"MN",4
"5194","comp_home",571862,452856,88992,30014,0,0,0,458708,87201,15650,10302,0,0,"MN",4
"5195","comp_other",1779,1779,0,0,0,0,0,1779,0,0,0,0,0,"MN",4
"5196","comp_nr",22171,13023,0,0,0,7446,1702,3662,9832,235,0,5140,3303,"MN",4
"5197","int_school",7272,2055,5218,0,0,0,0,3665,3607,0,0,0,0,"MN",4
"5198","int_home",1086136,891092,138307,35634,21103,0,0,872835,159111,43210,10980,0,0,"MN",4
"5199","int_other",5262,2278,0,678,0,2306,0,4583,0,0,678,0,0,"MN",4
"5200","int_nr",24306,15315,2148,0,0,5140,1702,15628,0,235,0,5140,3303,"MN",4
"5201","yes_unemployed",647253,480522,117598,24834,21103,2306,890,474636,125623,43210,2895,0,890,"MN",4
"5202","no_unemployed",472887,428059,28075,10800,0,5140,813,419917,37096,235,8086,5140,2413,"MN",4
"5203","unemployed_nr",0,0,0,0,0,0,0,0,0,0,0,0,0,"MN",4
"5204","resp_employed_yes",894141,752952,109277,28803,0,1407,1702,746653,117188,16826,8764,1407,3303,"MN",4
"5205","resp_employed_no",226000,155630,36396,6831,21103,6039,0,147900,45531,26619,2217,3733,0,"MN",4
"5206","resp_employed_nr",0,0,0,0,0,0,0,0,0,0,0,0,0,"MN",4
"5207","food_enough_want",874510,714461,101257,34075,20425,3713,578,696409,121449,42529,10302,1407,2413,"MN",4
"5208","food_enough_notwant",165832,129919,29731,1559,0,3733,890,130458,30070,681,0,3733,890,"MN",4
"5209","food_sometimes",77931,62334,14684,0,678,0,235,65819,11199,235,678,0,0,"MN",4
"5210","food_notenough",1868,1868,0,0,0,0,0,1868,0,0,0,0,0,"MN",4
"5211","food_nr",0,0,0,0,0,0,0,0,0,0,0,0,0,"MN",4
"5212","25000>",92979,54161,7315,4360,21103,6039,0,44835,18947,24785,678,3733,0,"MN",4
"5213","25000-34999",114064,63357,50707,0,0,0,0,75208,36762,2094,0,0,0,"MN",4
"5214","35000-49999",75536,69729,5807,0,0,0,0,70053,5484,0,0,0,0,"MN",4
"5215","50000-74999",203240,192103,10498,638,0,0,0,179623,22936,681,0,0,0,"MN",4
"5216","75000-99999",173779,151118,13259,9401,0,0,0,142716,22299,0,8764,0,0,"MN",4
"5217","100000-149999",194238,159459,31047,3732,0,0,0,155220,35646,1834,1539,0,0,"MN",4
"5218","150000-199999",93780,77263,12224,2886,0,1407,0,79439,12934,0,0,1407,0,"MN",4
"5219","200000<",130309,103025,12667,14617,0,0,0,112107,4386,13816,0,0,0,"MN",4
"5220","income_nr",42216,38366,2148,0,0,0,1702,35352,3326,235,0,0,3303,"MN",4
"5221","Total",1267629,811349,256757,101401,52569,41270,4283,780184,348079,50195,43393,27095,18683,"MO",4
"5222","comp_school",490658,382140,56558,45833,6127,0,0,373257,88974,21805,6622,0,0,"MO",4
"5223","comp_home",919813,591948,224355,61589,41922,0,0,569078,291529,26839,23194,0,9174,"MO",4
"5224","comp_other",13913,1707,371,7316,4519,0,0,3159,694,9309,751,0,0,"MO",4
"5225","comp_nr",52414,3264,3597,0,0,41270,4283,0,2616,368,12826,27095,9510,"MO",4
"5226","int_school",2944,1377,0,0,1567,0,0,1377,0,1567,0,0,0,"MO",4
"5227","int_home",1134280,778472,217843,91183,45433,1349,0,738766,329200,36498,29816,0,0,"MO",4
"5228","int_other",12533,0,0,7311,5222,0,0,0,0,12130,404,0,0,"MO",4
"5229","int_nr",117871,31500,38914,2907,347,39921,4283,40041,18879,0,13173,27095,18683,"MO",4
"5230","yes_unemployed",600042,356307,110211,66462,29701,36247,1115,350052,149287,35600,30319,23381,11404,"MO",4
"5231","no_unemployed",665953,455042,144912,34940,22868,5023,3168,428498,198791,14595,13074,3715,7280,"MO",4
"5232","unemployed_nr",1634,0,1634,0,0,0,0,1634,0,0,0,0,0,"MO",4
"5233","resp_employed_yes",811582,554105,167773,35314,42395,7711,4283,508825,244156,19880,24539,5789,8395,"MO",4
"5234","resp_employed_no",456047,257243,88984,66087,10173,33559,0,271360,103923,30315,18854,21307,10289,"MO",4
"5235","resp_employed_nr",0,0,0,0,0,0,0,0,0,0,0,0,0,"MO",4
"5236","food_enough_want",764072,606375,74840,47170,8907,23123,3656,561022,144541,30867,941,22182,4518,"MO",4
"5237","food_enough_notwant",335740,116067,133759,34134,33799,17355,627,156422,120362,12500,37345,4121,4991,"MO",4
"5238","food_sometimes",151438,77181,47799,20098,5568,792,0,51015,79227,6470,4760,792,9174,"MO",4
"5239","food_notenough",14296,9642,358,0,4295,0,0,9642,3948,358,347,0,0,"MO",4
"5240","food_nr",2083,2083,0,0,0,0,0,2083,0,0,0,0,0,"MO",4
"5241","25000>",165665,79580,6584,41566,18629,19306,0,105165,30123,6946,6048,17383,0,"MO",4
"5242","25000-34999",173740,73887,67978,25048,5568,1259,0,56484,87404,22339,6622,892,0,"MO",4
"5243","35000-49999",134399,114680,360,4400,1031,13928,0,85788,31557,2723,12288,2044,0,"MO",4
"5244","50000-74999",294643,161215,100147,13497,18434,1350,0,175484,89496,9878,18434,1350,0,"MO",4
"5245","75000-99999",93665,69269,10795,9855,3746,0,0,78092,13671,1902,0,0,0,"MO",4
"5246","100000-149999",153743,112326,27336,4617,4038,5427,0,126307,18215,3794,0,5427,0,"MO",4
"5247","150000-199999",116017,111886,2515,492,1123,0,0,58496,57521,0,0,0,0,"MO",4
"5248","200000<",42851,40724,2128,0,0,0,0,40467,887,1498,0,0,0,"MO",4
"5249","income_nr",92905,47782,38914,1926,0,0,4283,53902,19204,1115,0,0,18683,"MO",4
"5250","Total",624832,321821,86695,100776,72084,31555,11900,285531,108603,108803,63932,36748,21215,"MS",4
"5251","comp_school",147145,53223,13295,52433,28195,0,0,42828,19685,56505,23589,4538,0,"MS",4
"5252","comp_home",465780,280936,77514,70953,36377,0,0,259528,80101,80647,34270,11235,0,"MS",4
"5253","comp_other",16806,1060,622,7612,7512,0,0,1985,10636,2721,1464,0,0,"MS",4
"5254","comp_nr",53509,8513,0,1540,0,31555,11900,2272,4438,0,4609,20975,21215,"MS",4
"5255","int_school",22494,0,924,0,21570,0,0,0,1848,0,20645,0,0,"MS",4
"5256","int_home",531766,307666,85581,98034,30700,9786,0,282248,98938,108803,41777,0,0,"MS",4
"5257","int_other",12205,810,0,5768,4833,795,0,810,5320,4566,1510,0,0,"MS",4
"5258","int_nr",63857,13346,1115,1540,14981,20975,11900,2473,3421,0,0,36748,21215,"MS",4
"5259","yes_unemployed",405688,180774,59992,73122,63045,16855,11900,159566,80444,73122,57082,21802,13673,"MS",4
"5260","no_unemployed",219143,141047,26703,27655,9039,14700,0,125966,28159,35681,6850,14946,7542,"MS",4
"5261","unemployed_nr",0,0,0,0,0,0,0,0,0,0,0,0,0,"MS",4
"5262","resp_employed_yes",355790,214161,52974,36535,23976,16244,11900,187965,62128,35183,33854,23958,12702,"MS",4
"5263","resp_employed_no",269042,107660,33722,64242,48107,15311,0,97567,46475,73619,30078,12790,8513,"MS",4
"5264","resp_employed_nr",0,0,0,0,0,0,0,0,0,0,0,0,0,"MS",4
"5265","food_enough_want",345819,204297,44339,50238,36597,10348,0,170653,55560,61438,48054,4673,5441,"MS",4
"5266","food_enough_notwant",160805,64781,35554,21195,14781,12594,11900,59156,32627,19306,15028,21015,13673,"MS",4
